OS;Local;Descricao;Data Abertura;InicioProg;TerminoProg;TempoPrevisto;InicioReal;TerminoReal;TempoParada;Prioridade;Oficina;Tipo;MP;Status
OS90932;REM01-2000-2100-X000001;Corretiva banco;28/09/2021;;;2,87;14/10/2021;14/10/2021;2,65;B;Elétrica;Corretiva;;FECH
OS90933;REM01-1000-1200-E000003;Corretiva banco;28/03/2021;;;4,53;01/05/2021;01/05/2021;5,02;B;Elétrica;Corretiva;;FECH
OS90934;REM01-2000-2100-X000003;Corretiva banco;26/06/2021;;;4,5;13/07/2021;13/07/2021;4,77;B;Automação;Corretiva;;FECH
OS90935;REM01-1000-1200-F000001;Corretiva banco;28/06/2021;;;1,5;26/07/2021;26/07/2021;2;B;Mecânica;Corretiva;;FECH
OS90936;REM01-3000-3100-C000002;Corretiva banco;26/06/2021;;;3,02;11/07/2021;11/07/2021;3,02;B;Mecânica;Corretiva;;FECH
OS90937;REM01-1000-1100-E000004;Corretiva banco;17/05/2021;;;3,68;01/06/2021;01/06/2021;3,68;B;Elétrica;Corretiva;;FECH
OS90938;REM01-2000-2200-X000003;Corretiva banco;18/05/2021;;;2,75;02/06/2021;03/06/2021;2,75;B;Elétrica;Corretiva;;FECH
OS90939;REM01-2000-2100-X000001;Corretiva banco;14/10/2021;;;1,53;29/10/2021;29/10/2021;1,53;B;Mecânica;Corretiva;;FECH
OS90940;REM01-1000-1200-E000001;Corretiva banco;03/01/2021;;;4,62;25/09/2021;25/09/2021;4,62;B;Elétrica;Corretiva;;FECH
OS90941;REM01-2000-2100-X000002;Corretiva banco;09/04/2021;;;2,3;20/05/2021;20/05/2021;3,03;B;Elétrica;Corretiva;;FECH
OS90942;REM01-1000-1100-E000005;Corretiva banco;09/07/2021;;;4,82;24/07/2021;24/07/2021;4,82;B;Mecânica;Corretiva;;FECH
OS90943;REM01-3000-3200-T000001;Corretiva banco;24/07/2021;;;4,37;08/08/2021;08/08/2021;4,37;B;Elétrica;Corretiva;;FECH
OS90944;REM01-2000-2100-X000001;Corretiva banco;13/02/2021;;;1,55;03/04/2021;03/04/2021;2,05;B;Mecânica;Corretiva;;FECH
OS90945;REM01-2000-2100-X000002;Corretiva banco;03/03/2021;;;4,92;09/04/2021;09/04/2021;4,45;B;Mecânica;Corretiva;;FECH
OS90946;REM01-1000-1200-E000005;Corretiva banco;15/03/2021;;;2,13;14/04/2021;14/04/2021;2,13;B;Automação;Corretiva;;FECH
OS90947;REM01-1000-1200-E000006;Corretiva banco;15/06/2021;;;2,18;30/06/2021;30/06/2021;2,18;B;Automação;Corretiva;;FECH
OS90948;REM01-3000-3200-T000001;Corretiva banco;03/11/2021;;;2,25;18/11/2021;18/11/2021;2,25;B;Mecânica;Corretiva;;FECH
OS90949;REM01-1000-1200-E000002;Corretiva banco;19/08/2021;;;4,8;03/09/2021;03/09/2021;4,8;B;Automação;Corretiva;;FECH
OS90950;REM01-1000-1200-E000005;Corretiva banco;01/11/2021;;;4,1;18/11/2021;18/11/2021;3,63;B;Mecânica;Corretiva;;FECH
OS90951;REM01-1000-1100-E000001;Corretiva banco;21/09/2021;;;2,95;17/10/2021;17/10/2021;2,72;B;Mecânica;Corretiva;;CONC
OS90952;REM01-1000-1100-E000002;Corretiva banco;05/03/2021;;;2,9;12/04/2021;12/04/2021;2,92;B;Mecânica;Corretiva;;FECH
OS90953;REM01-3000-3200-T000001;Corretiva banco;20/09/2021;;;3,18;05/10/2021;05/10/2021;3,18;B;Automação;Corretiva;;CONC
OS90954;REM01-1000-1200-F000001;Corretiva banco;01/04/2021;;;3,85;17/05/2021;18/05/2021;3,4;B;Mecânica;Corretiva;;FECH
OS90955;REM01-1000-1100-E000004;Corretiva banco;28/04/2021;;;4,58;22/05/2021;23/05/2021;5,07;B;Automação;Corretiva;;FECH
OS90956;REM01-1000-1100-E000006;Corretiva banco;08/04/2021;;;3,45;13/05/2021;13/05/2021;4,18;B;Elétrica;Corretiva;;FECH
OS90957;REM01-1000-1100-E000002;Corretiva banco;18/03/2021;;;1,83;19/04/2021;19/04/2021;2,33;B;Mecânica;Corretiva;;FECH
OS90958;REM01-2000-2200-X000004;Corretiva banco;17/05/2021;;;3,45;01/06/2021;01/06/2021;3,45;B;Mecânica;Corretiva;;FECH
OS90959;REM01-2000-2200-X000003;Corretiva banco;17/02/2021;;;2,97;03/04/2021;04/04/2021;3,7;B;Elétrica;Corretiva;;FECH
OS90960;REM01-1000-1200-F000002;Corretiva banco;29/12/2020;;;3,85;20/01/2021;20/01/2021;4,12;B;Elétrica;Corretiva;;FECH
OS90961;REM01-3000-3300-C000001;Corretiva banco;14/08/2021;;;1,05;29/08/2021;29/08/2021;1,05;B;Mecânica;Corretiva;;FECH
OS90962;REM01-2000-2100-X000003;Corretiva banco;02/01/2021;;;2,08;23/01/2021;23/01/2021;2,58;B;Mecânica;Corretiva;;FECH
OS90963;REM01-2000-2200-X000001;Corretiva banco;13/07/2021;;;4,55;28/07/2021;28/07/2021;4,55;B;Mecânica;Corretiva;;FECH
OS90964;REM01-1000-1100-E000005;Corretiva banco;02/05/2021;;;3,8;09/05/2021;09/05/2021;4,55;B;Mecânica;Corretiva;;FECH
OS90965;REM01-1000-1200-E000006;Corretiva banco;02/06/2021;;;4,55;17/06/2021;17/06/2021;4,55;B;Elétrica;Corretiva;;FECH
OS90966;REM01-1000-2200-F000001;Corretiva banco;14/02/2021;;;4,38;04/04/2021;04/04/2021;4,63;B;Automação;Corretiva;;FECH
OS90967;REM01-2000-2100-X000001;Corretiva banco;07/06/2021;;;2,2;22/06/2021;22/06/2021;2,2;B;Mecânica;Corretiva;;FECH
OS90968;REM01-2000-2100-X000002;Corretiva banco;01/05/2021;;;1,7;29/05/2021;29/05/2021;1,95;B;Mecânica;Corretiva;;FECH
OS90969;REM01-3000-3300-C000001;Corretiva banco;03/04/2021;;;3,72;01/05/2021;01/05/2021;3,97;B;Mecânica;Corretiva;;FECH
OS90970;REM01-1000-1200-E000001;Corretiva banco;20/05/2021;;;2,57;04/06/2021;04/06/2021;2,57;B;Elétrica;Corretiva;;FECH
OS90971;REM01-1000-1100-E000006;MP - Inspeção de Rota do Equipamento (Elétrica);;13/01/2021;13/01/2021;2;15/02/2021;15/02/2021;2,25;B;Automação;IR;MP - 147957;FECH
OS90972;REM01-1000-1200-E000001;MP - Inspeção de Rota do Equipamento (Elétrica);;14/01/2021;14/01/2021;2;19/01/2021;19/01/2021;2;B;Elétrica;IR;MP - 147958;FECH
OS90973;REM01-1000-1200-E000005;MP - Inspeção de Rota do Equipamento (Elétrica);;22/01/2021;22/01/2021;2;27/01/2021;27/01/2021;2;B;Mecânica;IR;MP - 147962;FECH
OS90974;REM01-1000-1200-F000001;MP - Inspeção de Rota do Equipamento (Elétrica);;05/01/2021;05/01/2021;2;08/02/2021;08/02/2021;2,73;B;Elétrica;IR;MP - 147964;FECH
OS90975;REM01-1000-1200-F000002;MP - Inspeção de Rota do Equipamento (Elétrica);;06/01/2021;06/01/2021;2;27/01/2021;27/01/2021;2;B;Mecânica;IR;MP - 147965;FECH
OS90976;REM01-1000-2200-F000002;MP - Inspeção de Rota do Equipamento (Elétrica);;12/01/2021;12/01/2021;2;07/02/2021;07/02/2021;2,25;B;Elétrica;IR;MP - 147967;FECH
OS90977;REM01-2000-2100-X000003;MP - Inspeção de Rota do Equipamento (Elétrica);;15/01/2021;15/01/2021;2;11/02/2021;11/02/2021;2;B;Automação;IR;MP - 147970;FECH
OS90978;REM01-2000-2100-X000006;MP - Inspeção de Rota do Equipamento (Elétrica);;22/01/2021;22/01/2021;2;27/01/2021;27/01/2021;2;B;Elétrica;IR;MP - 147973;FECH
OS90979;REM01-2000-2200-X000003;MP - Inspeção de Rota do Equipamento (Elétrica);;06/01/2021;06/01/2021;2;08/02/2021;08/02/2021;2;B;Elétrica;IR;MP - 147976;FECH
OS90980;REM01-2000-2200-X000006;MP - Inspeção de Rota do Equipamento (Elétrica);;13/01/2021;13/01/2021;2;30/01/2021;30/01/2021;2,73;B;Mecânica;IR;MP - 147979;FECH
OS90981;REM01-3000-3200-T000001;MP - Inspeção de Rota do Equipamento (Elétrica);;20/01/2021;20/01/2021;2;21/02/2021;21/02/2021;2,25;B;Elétrica;IR;MP - 147982;FECH
OS90982;REM01-3000-3200-T000002;MP - Inspeção de Rota do Equipamento (Elétrica);;21/01/2021;21/01/2021;2;07/02/2021;07/02/2021;1,77;B;Mecânica;IR;MP - 147983;FECH
OS90983;REM01-1000-1100-E000001;MP - Inspeção de Rota do Equipamento (Mecânica);;04/01/2021;04/01/2021;2;09/01/2021;09/01/2021;2;B;Mecânica;IR;MP - 147985;FECH
OS90984;REM01-1000-1100-E000002;MP - Inspeção de Rota do Equipamento (Mecânica);;05/01/2021;05/01/2021;2;04/02/2021;04/02/2021;2,48;B;Elétrica;IR;MP - 147986;FECH
OS90985;REM01-1000-1100-E000004;MP - Inspeção de Rota do Equipamento (Mecânica);;07/01/2021;07/01/2021;2;18/01/2021;18/01/2021;2,48;B;Elétrica;IR;MP - 147988;FECH
OS90986;REM01-1000-1200-E000002;MP - Inspeção de Rota do Equipamento (Mecânica);;15/01/2021;15/01/2021;2;04/02/2021;04/02/2021;2,25;B;Mecânica;IR;MP - 147992;FECH
OS90987;REM01-1000-1200-E000004;MP - Inspeção de Rota do Equipamento (Mecânica);;21/01/2021;21/01/2021;2;22/01/2021;22/01/2021;1,53;B;Automação;IR;MP - 147994;FECH
OS90988;REM01-1000-1200-E000005;MP - Inspeção de Rota do Equipamento (Mecânica);;22/01/2021;22/01/2021;2;27/01/2021;27/01/2021;2;B;Mecânica;IR;MP - 147995;FECH
OS90989;REM01-1000-1200-E000006;MP - Inspeção de Rota do Equipamento (Mecânica);;04/01/2021;04/01/2021;2;24/01/2021;24/01/2021;1,53;B;Mecânica;IR;MP - 147996;FECH
OS90990;REM01-1000-1200-F000002;MP - Inspeção de Rota do Equipamento (Mecânica);;06/01/2021;06/01/2021;2;14/01/2021;14/01/2021;1,53;B;Mecânica;IR;MP - 147998;FECH
OS90991;REM01-1000-2200-F000001;MP - Inspeção de Rota do Equipamento (Mecânica);;07/01/2021;07/01/2021;2;12/01/2021;12/01/2021;2;B;Elétrica;IR;MP - 147999;FECH
OS90992;REM01-2000-2100-X000001;MP - Inspeção de Rota do Equipamento (Mecânica);;13/01/2021;13/01/2021;2;02/02/2021;02/02/2021;2,25;B;Mecânica;IR;MP - 148001;FECH
OS90993;REM01-2000-2100-X000005;MP - Inspeção de Rota do Equipamento (Mecânica);;21/01/2021;21/01/2021;2;17/02/2021;18/02/2021;2,73;B;Elétrica;IR;MP - 148005;FECH
OS90994;REM01-2000-2100-X000006;MP - Inspeção de Rota do Equipamento (Mecânica);;22/01/2021;22/01/2021;2;23/01/2021;23/01/2021;1,77;B;Mecânica;IR;MP - 148006;FECH
OS90995;REM01-2000-2200-X000001;MP - Inspeção de Rota do Equipamento (Mecânica);;04/01/2021;04/01/2021;2;06/02/2021;06/02/2021;2,48;B;Mecânica;IR;MP - 148007;FECH
OS90996;REM01-2000-2200-X000005;MP - Inspeção de Rota do Equipamento (Mecânica);;12/01/2021;12/01/2021;2;17/01/2021;17/01/2021;2;B;Elétrica;IR;MP - 148011;FECH
OS90997;REM01-3000-3300-C000001;MP - Inspeção de Rota do Equipamento (Mecânica);;22/01/2021;22/01/2021;2;29/09/2021;29/09/2021;2;B;Mecânica;IR;MP - 148017;FECH
OS90998;REM01-1000-1100-E000002;MP - Inspeção de Rota do Equipamento (Elétrica);;05/02/2021;05/02/2021;2;23/02/2021;23/02/2021;1,77;B;Automação;IR;MP - 148019;FECH
OS90999;REM01-1000-1100-E000004;MP - Inspeção de Rota do Equipamento (Elétrica);;07/02/2021;07/02/2021;2;26/02/2021;26/02/2021;2,48;B;Mecânica;IR;MP - 148021;FECH
OS91000;REM01-1000-1100-E000005;MP - Inspeção de Rota do Equipamento (Elétrica);;12/02/2021;12/02/2021;2;20/10/2021;20/10/2021;2;B;Elétrica;IR;MP - 148022;FECH
OS91001;REM01-1000-1100-E000006;MP - Inspeção de Rota do Equipamento (Elétrica);;13/02/2021;13/02/2021;2;18/03/2021;18/03/2021;2,48;B;Elétrica;IR;MP - 148023;FECH
OS91002;REM01-1000-1200-E000003;MP - Inspeção de Rota do Equipamento (Elétrica);;20/02/2021;20/02/2021;2;03/03/2021;03/03/2021;2,73;B;Elétrica;IR;MP - 148026;FECH
OS91003;REM01-1000-1200-F000001;MP - Inspeção de Rota do Equipamento (Elétrica);;05/02/2021;05/02/2021;2;24/02/2021;24/02/2021;2,73;B;Mecânica;IR;MP - 148030;FECH
OS91004;REM01-2000-2100-X000002;MP - Inspeção de Rota do Equipamento (Elétrica);;14/02/2021;14/02/2021;2;02/03/2021;02/03/2021;2,25;B;Elétrica;IR;MP - 148035;FECH
OS91005;REM01-2000-2100-X000003;MP - Inspeção de Rota do Equipamento (Elétrica);;15/02/2021;15/02/2021;2;15/03/2021;15/03/2021;2;B;Elétrica;IR;MP - 148036;FECH
OS91006;REM01-2000-2200-X000001;MP - Inspeção de Rota do Equipamento (Elétrica);;04/02/2021;04/02/2021;2;12/10/2021;12/10/2021;2;B;Automação;IR;MP - 148040;FECH
OS91007;REM01-3000-3300-C000001;MP - Inspeção de Rota do Equipamento (Elétrica);;22/02/2021;22/02/2021;2;27/02/2021;27/02/2021;2;B;Automação;IR;MP - 148050;FECH
OS91008;REM01-1000-1100-E000002;MP - Inspeção de Rota do Equipamento (Mecânica);;05/02/2021;05/02/2021;2;08/03/2021;08/03/2021;1,77;B;Elétrica;IR;MP - 148052;FECH
OS91009;REM01-1000-1100-E000003;MP - Inspeção de Rota do Equipamento (Mecânica);;06/02/2021;06/02/2021;2;22/02/2021;22/02/2021;1,53;B;Elétrica;IR;MP - 148053;FECH
OS91010;REM01-1000-1100-E000005;MP - Inspeção de Rota do Equipamento (Mecânica);;12/02/2021;12/02/2021;2;19/03/2021;19/03/2021;1,53;B;Automação;IR;MP - 148055;FECH
OS91011;REM01-1000-1100-E000006;MP - Inspeção de Rota do Equipamento (Mecânica);;13/02/2021;13/02/2021;2;14/03/2021;14/03/2021;1,77;B;Elétrica;IR;MP - 148056;FECH
OS91012;REM01-1000-1200-E000003;MP - Inspeção de Rota do Equipamento (Mecânica);;20/02/2021;20/02/2021;2;26/03/2021;26/03/2021;2,25;B;Mecânica;IR;MP - 148059;FECH
OS91013;REM01-2000-2100-X000002;MP - Inspeção de Rota do Equipamento (Mecânica);;14/02/2021;14/02/2021;2;15/02/2021;15/02/2021;1,53;B;Mecânica;IR;MP - 148068;FECH
OS91014;REM01-2000-2200-X000001;MP - Inspeção de Rota do Equipamento (Mecânica);;04/02/2021;04/02/2021;2;05/03/2021;05/03/2021;2,25;B;Elétrica;IR;MP - 148073;FECH
OS91015;REM01-2000-2200-X000005;MP - Inspeção de Rota do Equipamento (Mecânica);;12/02/2021;12/02/2021;2;16/02/2021;16/02/2021;1,77;B;Mecânica;IR;MP - 148077;FECH
OS91016;REM01-1000-1100-E000001;MP - Inspeção de Rota do Equipamento (Elétrica);;05/03/2021;05/03/2021;2;07/03/2021;07/03/2021;2,25;B;Automação;IR;MP - 148084;FECH
OS91017;REM01-1000-1200-E000001;MP - Inspeção de Rota do Equipamento (Elétrica);;15/03/2021;15/03/2021;2;10/11/2021;10/11/2021;2;B;Mecânica;IR;MP - 148090;FECH
OS91018;REM01-1000-2200-F000001;MP - Inspeção de Rota do Equipamento (Elétrica);;08/03/2021;08/03/2021;2;28/03/2021;28/03/2021;2,25;B;Elétrica;IR;MP - 148098;FECH
OS91019;REM01-2000-2100-X000001;MP - Inspeção de Rota do Equipamento (Elétrica);;14/03/2021;14/03/2021;2;19/03/2021;19/03/2021;2,25;B;Mecânica;IR;MP - 148100;FECH
OS91020;REM01-2000-2200-X000002;MP - Inspeção de Rota do Equipamento (Elétrica);;06/03/2021;06/03/2021;2;26/03/2021;26/03/2021;2,73;B;Elétrica;IR;MP - 148107;FECH
OS91021;REM01-3000-3100-C000001;MP - Inspeção de Rota do Equipamento (Elétrica);;15/03/2021;15/03/2021;2;30/03/2021;30/03/2021;2;B;Automação;IR;MP - 148112;FECH
OS91022;REM01-3000-3100-C000002;MP - Inspeção de Rota do Equipamento (Elétrica);;16/03/2021;16/03/2021;2;17/03/2021;17/03/2021;2,25;B;Mecânica;IR;MP - 148113;FECH
OS91023;REM01-3000-3200-T000001;MP - Inspeção de Rota do Equipamento (Elétrica);;21/03/2021;21/03/2021;2;31/03/2021;31/03/2021;2,73;B;Elétrica;IR;MP - 148114;FECH
OS91024;REM01-3000-3300-C000001;MP - Inspeção de Rota do Equipamento (Elétrica);;23/03/2021;23/03/2021;2;27/04/2021;27/04/2021;2,25;B;Mecânica;IR;MP - 148116;FECH
OS91025;REM01-1000-1100-E000001;MP - Inspeção de Rota do Equipamento (Mecânica);;05/03/2021;05/03/2021;2;27/03/2021;27/03/2021;2;B;Automação;IR;MP - 148117;FECH
OS91026;REM01-1000-1100-E000004;MP - Inspeção de Rota do Equipamento (Mecânica);;08/03/2021;08/03/2021;2;15/03/2021;15/03/2021;2,48;B;Automação;IR;MP - 148120;FECH
OS91027;REM01-1000-1100-E000005;MP - Inspeção de Rota do Equipamento (Mecânica);;13/03/2021;13/03/2021;2;08/11/2021;08/11/2021;2;B;Elétrica;IR;MP - 148121;FECH
OS91028;REM01-1000-1200-E000005;MP - Inspeção de Rota do Equipamento (Mecânica);;23/03/2021;23/03/2021;2;07/04/2021;07/04/2021;2;B;Automação;IR;MP - 148127;FECH
OS91029;REM01-1000-1200-E000006;MP - Inspeção de Rota do Equipamento (Mecânica);;05/03/2021;05/03/2021;2;17/03/2021;17/03/2021;2,48;B;Automação;IR;MP - 148128;FECH
OS91030;REM01-1000-1200-F000001;MP - Inspeção de Rota do Equipamento (Mecânica);;06/03/2021;06/03/2021;2;05/04/2021;05/04/2021;2,73;B;Elétrica;IR;MP - 148129;FECH
OS91031;REM01-1000-2200-F000001;MP - Inspeção de Rota do Equipamento (Mecânica);;08/03/2021;08/03/2021;2;18/03/2021;18/03/2021;1,53;B;Automação;IR;MP - 148131;FECH
OS91032;REM01-2000-2100-X000001;MP - Inspeção de Rota do Equipamento (Mecânica);;14/03/2021;14/03/2021;2;28/03/2021;28/03/2021;2;B;Automação;IR;MP - 148133;FECH
OS91033;REM01-2000-2100-X000005;MP - Inspeção de Rota do Equipamento (Mecânica);;22/03/2021;22/03/2021;2;19/04/2021;19/04/2021;2,73;B;Mecânica;IR;MP - 148137;FECH
OS91034;REM01-3000-3200-T000001;MP - Inspeção de Rota do Equipamento (Mecânica);;21/03/2021;21/03/2021;2;05/04/2021;05/04/2021;2;B;Elétrica;IR;MP - 148147;FECH
OS91035;REM01-3000-3200-T000002;MP - Inspeção de Rota do Equipamento (Mecânica);;22/03/2021;22/03/2021;2;16/04/2021;16/04/2021;2;B;Mecânica;IR;MP - 148148;FECH
OS91036;REM01-1000-1100-E000002;MP - Inspeção de Rota do Equipamento (Elétrica);;06/04/2021;06/04/2021;2;03/10/2021;03/10/2021;2;B;Automação;IR;MP - 148151;FECH
OS91037;REM01-1000-1100-E000004;MP - Inspeção de Rota do Equipamento (Elétrica);;08/04/2021;08/04/2021;2;26/04/2021;26/04/2021;2,48;B;Mecânica;IR;MP - 148153;FECH
OS91038;REM01-1000-1100-E000005;MP - Inspeção de Rota do Equipamento (Elétrica);;13/04/2021;13/04/2021;2;21/04/2021;21/04/2021;1,53;B;Elétrica;IR;MP - 148154;FECH
OS91039;REM01-1000-1200-E000003;MP - Inspeção de Rota do Equipamento (Elétrica);;21/04/2021;21/04/2021;2;21/05/2021;21/05/2021;2;B;Elétrica;IR;MP - 148158;FECH
OS91040;REM01-1000-1200-E000004;MP - Inspeção de Rota do Equipamento (Elétrica);;22/04/2021;22/04/2021;2;26/04/2021;26/04/2021;2,73;B;Mecânica;IR;MP - 148159;FECH
OS91041;REM01-1000-2200-F000001;MP - Inspeção de Rota do Equipamento (Elétrica);;08/04/2021;08/04/2021;2;17/04/2021;17/04/2021;2,73;B;Elétrica;IR;MP - 148164;FECH
OS91042;REM01-2000-2100-X000003;MP - Inspeção de Rota do Equipamento (Elétrica);;16/04/2021;16/04/2021;2;21/04/2021;21/04/2021;2,25;B;Elétrica;IR;MP - 148168;FECH
OS91043;REM01-2000-2200-X000002;MP - Inspeção de Rota do Equipamento (Elétrica);;06/04/2021;06/04/2021;2;03/10/2021;03/10/2021;2;B;Elétrica;IR;MP - 148173;FECH
OS91044;REM01-2000-2200-X000003;MP - Inspeção de Rota do Equipamento (Elétrica);;07/04/2021;07/04/2021;2;30/04/2021;30/04/2021;2;B;Mecânica;IR;MP - 148174;FECH
OS91045;REM01-2000-2200-X000006;MP - Inspeção de Rota do Equipamento (Elétrica);;14/04/2021;14/04/2021;2;29/04/2021;29/04/2021;2;B;Elétrica;IR;MP - 148177;FECH
OS91046;REM01-3000-3100-C000001;MP - Inspeção de Rota do Equipamento (Elétrica);;15/04/2021;15/04/2021;2;07/05/2021;07/05/2021;2,73;B;Mecânica;IR;MP - 148178;FECH
OS91047;REM01-3000-3200-T000002;MP - Inspeção de Rota do Equipamento (Elétrica);;22/04/2021;22/04/2021;2;29/04/2021;29/04/2021;1,53;B;Mecânica;IR;MP - 148181;FECH
OS91048;REM01-3000-3300-C000001;MP - Inspeção de Rota do Equipamento (Elétrica);;23/04/2021;23/04/2021;2;27/05/2021;27/05/2021;2;B;Mecânica;IR;MP - 148182;FECH
OS91049;REM01-1000-1100-E000001;MP - Inspeção de Rota do Equipamento (Mecânica);;05/04/2021;05/04/2021;2;06/05/2021;06/05/2021;2,25;B;Elétrica;IR;MP - 148183;FECH
OS91050;REM01-1000-1100-E000003;MP - Inspeção de Rota do Equipamento (Mecânica);;07/04/2021;07/04/2021;2;07/05/2021;07/05/2021;2;B;Mecânica;IR;MP - 148185;FECH
OS91051;REM01-1000-1100-E000006;MP - Inspeção de Rota do Equipamento (Mecânica);;14/04/2021;14/04/2021;2;17/05/2021;17/05/2021;1,53;B;Elétrica;IR;MP - 148188;FECH
OS91052;REM01-1000-1200-E000003;MP - Inspeção de Rota do Equipamento (Mecânica);;21/04/2021;21/04/2021;2;14/05/2021;14/05/2021;2,25;B;Mecânica;IR;MP - 148191;FECH
OS91053;REM01-1000-1200-E000006;MP - Inspeção de Rota do Equipamento (Mecânica);;05/04/2021;05/04/2021;2;02/10/2021;02/10/2021;2;B;Elétrica;IR;MP - 148194;FECH
OS91054;REM01-1000-1200-F000001;MP - Inspeção de Rota do Equipamento (Mecânica);;06/04/2021;06/04/2021;2;19/04/2021;19/04/2021;1,77;B;Automação;IR;MP - 148195;FECH
OS91055;REM01-2000-2100-X000002;MP - Inspeção de Rota do Equipamento (Mecânica);;15/04/2021;15/04/2021;2;15/05/2021;15/05/2021;2;B;Mecânica;IR;MP - 148200;FECH
OS91056;REM01-2000-2100-X000003;MP - Inspeção de Rota do Equipamento (Mecânica);;16/04/2021;16/04/2021;2;21/05/2021;21/05/2021;1,77;B;Mecânica;IR;MP - 148201;FECH
OS91057;REM01-2000-2100-X000006;MP - Inspeção de Rota do Equipamento (Mecânica);;23/04/2021;23/04/2021;2;09/05/2021;09/05/2021;2;B;Mecânica;IR;MP - 148204;FECH
OS91058;REM01-2000-2200-X000001;MP - Inspeção de Rota do Equipamento (Mecânica);;05/04/2021;05/04/2021;2;19/04/2021;19/04/2021;2;B;Mecânica;IR;MP - 148205;FECH
OS91059;REM01-2000-2200-X000002;MP - Inspeção de Rota do Equipamento (Mecânica);;06/04/2021;06/04/2021;2;06/05/2021;06/05/2021;2;B;Mecânica;IR;MP - 148206;FECH
OS91060;REM01-2000-2200-X000003;MP - Inspeção de Rota do Equipamento (Mecânica);;07/04/2021;07/04/2021;2;07/05/2021;07/05/2021;2;B;Elétrica;IR;MP - 148207;FECH
OS91061;REM01-2000-2200-X000006;MP - Inspeção de Rota do Equipamento (Mecânica);;14/04/2021;14/04/2021;2;14/05/2021;14/05/2021;2;B;Automação;IR;MP - 148210;FECH
OS91062;REM01-3000-3100-C000001;MP - Inspeção de Rota do Equipamento (Mecânica);;15/04/2021;15/04/2021;2;20/05/2021;20/05/2021;1,53;B;Mecânica;IR;MP - 148211;FECH
OS91063;REM01-3000-3200-T000002;MP - Inspeção de Rota do Equipamento (Mecânica);;22/04/2021;22/04/2021;2;22/05/2021;22/05/2021;2;B;Mecânica;IR;MP - 148214;FECH
OS91064;REM01-3000-3300-C000001;MP - Inspeção de Rota do Equipamento (Mecânica);;23/04/2021;23/04/2021;2;15/05/2021;15/05/2021;1,53;B;Mecânica;IR;MP - 148215;FECH
OS91065;REM01-1000-1100-E000002;MP - Inspeção de Rota do Equipamento (Elétrica);;06/05/2021;06/05/2021;2;13/05/2021;13/05/2021;2,73;B;Elétrica;IR;MP - 148217;FECH
OS91066;REM01-1000-1100-E000003;MP - Inspeção de Rota do Equipamento (Elétrica);;07/05/2021;07/05/2021;2;13/05/2021;13/05/2021;2;B;Automação;IR;MP - 148218;FECH
OS91067;REM01-1000-1100-E000005;MP - Inspeção de Rota do Equipamento (Elétrica);;13/05/2021;13/05/2021;2;22/05/2021;22/05/2021;2;B;Mecânica;IR;MP - 148220;FECH
OS91068;REM01-1000-2200-F000002;MP - Inspeção de Rota do Equipamento (Elétrica);;13/05/2021;13/05/2021;2;16/05/2021;16/05/2021;2,25;B;Automação;IR;MP - 148231;FECH
OS91069;REM01-2000-2100-X000001;MP - Inspeção de Rota do Equipamento (Elétrica);;14/05/2021;14/05/2021;2;21/05/2021;21/05/2021;1,77;B;Automação;IR;MP - 148232;FECH
OS91070;REM01-2000-2100-X000002;MP - Inspeção de Rota do Equipamento (Elétrica);;15/05/2021;15/05/2021;2;19/05/2021;19/05/2021;1,53;B;Elétrica;IR;MP - 148233;FECH
OS91071;REM01-2000-2100-X000004;MP - Inspeção de Rota do Equipamento (Elétrica);;21/05/2021;21/05/2021;2;27/05/2021;27/05/2021;2;B;Elétrica;IR;MP - 148235;FECH
OS91072;REM01-2000-2100-X000006;MP - Inspeção de Rota do Equipamento (Elétrica);;23/05/2021;23/05/2021;2;08/05/2021;08/05/2021;1,77;B;Mecânica;IR;MP - 148237;FECH
OS91073;REM01-2000-2200-X000002;MP - Inspeção de Rota do Equipamento (Elétrica);;06/05/2021;06/05/2021;2;27/05/2021;27/05/2021;2,25;B;Elétrica;IR;MP - 148239;FECH
OS91074;REM01-2000-2200-X000004;MP - Inspeção de Rota do Equipamento (Elétrica);;08/05/2021;08/05/2021;2;17/05/2021;17/05/2021;2,48;B;Elétrica;IR;MP - 148241;FECH
OS91075;REM01-2000-2200-X000005;MP - Inspeção de Rota do Equipamento (Elétrica);;13/05/2021;13/05/2021;2;18/05/2021;18/05/2021;2,73;B;Mecânica;IR;MP - 148242;FECH
OS91076;REM01-2000-2200-X000006;MP - Inspeção de Rota do Equipamento (Elétrica);;14/05/2021;14/05/2021;2;20/05/2021;20/05/2021;2;B;Mecânica;IR;MP - 148243;FECH
OS91077;REM01-3000-3200-T000001;MP - Inspeção de Rota do Equipamento (Elétrica);;21/05/2021;21/05/2021;2;11/05/2021;11/05/2021;2;B;Mecânica;IR;MP - 148246;FECH
OS91078;REM01-3000-3200-T000002;MP - Inspeção de Rota do Equipamento (Elétrica);;22/05/2021;22/05/2021;2;29/05/2021;29/05/2021;1,77;B;Elétrica;IR;MP - 148247;FECH
OS91079;REM01-1000-1100-E000001;MP - Inspeção de Rota do Equipamento (Mecânica);;05/05/2021;05/05/2021;2;22/05/2021;22/05/2021;2;B;Mecânica;IR;MP - 148249;FECH
